"","RNA.0","RNA.1","RNA.2","RNA.3","RNA.4","RNA.5"
"ENSG00000188373",0,0.000477469030499025,0,0,0,0
"ENSG00000148600",0.000826688272050789,0.0201771363568721,0.000793760047158153,0.00171571849455378,0.00376582471069175,0.0155256501016802
"ENSG00000204033",0,0,0,0,0,0
"ENSG00000148602",0,0,0,0,0,0
"ENSG00000148604",0,0,0,0,0,0
"ENSG00000229404",0,0,0,0,0,0
"ENSG00000107771",0.0640052897089059,0.152149431894009,0.0626958663708311,0.143418835480196,0.021263802130105,0.159578797111477
"ENSG00000237267",0,0,0,0,0,0
"ENSG00000223993",0,0,0,0,0,0
"ENSG00000224504",0,0,0,0,0,0
"ENSG00000230962",0,0,0,0,0,0
"ENSG00000234942",0,0,0,0,0,0
"ENSG00000182771",0.000267826189587897,0,0,0,0,0
"ENSG00000270002",0,0,0,0,0,0
"ENSG00000062650",0.131975905245587,0.107746539014228,0.160298531195316,0.125491510377277,0.120449779884003,0.333639307752317
"ENSG00000227896",0.00188005094671523,0.000947929253734797,0.00166050342916072,0.00249652747133479,0.00565633523621966,0.0105096687418129
"ENSG00000122375",0,0,0,0,0,0
"ENSG00000122367",0,0,0,0,0,0
"ENSG00000272631",0.00135311697534498,0.000477662355980025,0.000819665489437163,0.000797295045982746,0,0
"ENSG00000107779",0.01969259388347,0.00661869056007891,0.0140662457260872,0.038474727026004,0.0126860293405663,0
"ENSG00000173269",0.0103474621350481,0.00378282755532884,0.00583102652579333,0.663555603400904,0.00386732563897627,0
"ENSG00000173267",0.0016516905388775,0.00188006986446213,0.000797482298725263,0.74755054553485,0.00539832621841805,0.0054104253567589
"ENSG00000148671",0.786837365707335,0.0227827457348131,0.025792672226032,5.30285558220893,0.0285868930757731,0.0472197264600806
"ENSG00000273413",0.000234237798589214,0.000951074778884718,0.000842547686516822,0.00259429551772704,0,0
"ENSG00000229969",0,0,0,0,0,0
"ENSG00000188100",0,0,0,0,0,0
"ENSG00000148672",1.14915770018763,0.135723142884409,0.211343799047537,0.218932192659668,0.112772303251592,0.269770300094934
"ENSG00000122376",0.18549155098262,0.0307558233168792,0.0643958262126121,0.0543738327767658,0.0577999016495397,0.0600859729781935
"ENSG00000223482",0.0429998014767171,0.05294295722723,0.0514044832547701,0.0714073860842102,0.0364246498695942,0.199139158382253
"ENSG00000184923",0,0,0.00081154720361561,0.000849724081505249,0,0
"ENSG00000224914",0.00215907541630662,0.00855130730899489,0.00654347033082618,0.00695920704942219,0.00549885137393001,0.0431597859788241
"ENSG00000214562",0.000541347997707669,0,0,0.000691051902968244,0,0
"ENSG00000228055",0.00183500990914849,0,0,0.000817176699139316,0,0
"ENSG00000107789",0.165138763319227,0.0227219818511052,0.0438196805548875,0.0685640860260944,0.0508776769334456,0.443161438525816
"ENSG00000223761",0,0,0,0,0,0
"ENSG00000225913",0,0,0,0,0,0
"ENSG00000196566",0,0,0.00164826793456208,0,0,0
"ENSG00000198682",0.314413082384295,0.00902020971125218,0.0838378087613687,0.109936596938387,0.0191726417389744,0.00539293246146771
"ENSG00000138138",0.0790894834576584,0.0676121996168542,0.0505317000195775,0.0871259293403468,0.0894238514239922,0.0812111284614269
"ENSG00000227268",0.000809421250984756,0.00142046652690073,0.00417474041241633,0.00355659797337216,0.00171684886927033,0
"ENSG00000171862",0.180928480891371,0.131122585646286,0.609558920501304,0.236813872469688,0.137884065167707,0.198199384667207
"ENSG00000184719",0.0283859178352978,0.00470568607013339,0.0132097018331134,0.0104229493202724,0.01223835707368,0
"ENSG00000204022",0.000271891695113787,0,0.00164784468952946,0,0,0
"ENSG00000182333",0,0,0,0,0,0
"ENSG00000204021",0,0,0,0,0,0
"ENSG00000204020",0,0,0.00245609040076162,0.00179105665509896,0,0
"ENSG00000173239",0,0,0,0,0,0
"ENSG00000152766",0.000541608629195215,0.000923697066576202,0.0271784592277245,0.00600654308812008,0,0.0048399133433705
"ENSG00000138134",0.00706214288753958,0.0420440825104149,0.00415831945033082,0.00766776663390488,0.0390309956338456,0.0515380359244267
"ENSG00000180139",0.000244246381916239,0,0,0.000833822084937776,0,0
"ENSG00000107796",0.0113269666992044,0.0339565509055109,0.0157561270595661,1.15168857057654,0.0261032039882781,0.0615389859115543
"ENSG00000026103",0.0553183365371256,0.0540727442829977,0.0207640443355719,0.0181705416853513,0.0300204142839306,0.148113808136587
"ENSG00000138135",0,0.00237320173208112,0.0378235347431613,0.00855800754522669,0,0
"ENSG00000107798",0.171995125156616,0.075820671288296,2.17905785760566,0.234344454750426,0.0761394549796451,0.108766915998681
"ENSG00000232110",0,0,0,0.0158307372837036,0,0
"ENSG00000119922",0.0172130905812968,0.0274852437717027,0.0767294216375182,0.075264829943726,0.00189736872402534,0.0259517356975476
"ENSG00000119917",0.0358123397650339,0.0161088914649359,0.0640129921915332,0.0960499395881543,0.00558374794963838,0.0300661415404607
"ENSG00000204010",0,0.00095544137740982,0.000796440439327821,0.000909819443756657,0.00149896046719129,0.182667484340646
"ENSG00000185745",0.0352901718128836,0.00570474791158429,0.0444548498922838,0.0435208026323767,0.00387342212604692,0.010464653523802
"ENSG00000152778",0.0472871442750692,0.0208059767606119,0.0247082007702127,0.0544080253390049,0.0166632499675577,0.0356983365994977
"ENSG00000152779",0.00670663277664949,0.000475356780031025,0,0.00349095493242555,0,0
"ENSG00000234452",0,0,0,0,0,0
"ENSG00000152782",0.410842998609433,0.0051808457462076,0.00929913552162578,0.0218573470473347,0.0191668342571125,0.0151538418118827
"ENSG00000232936",0.00348688036906675,0,0,0,0,0
"ENSG00000225836",0,0,0,0,0,0
"ENSG00000235100",0.00027486370335087,0,0,0,0,0
"ENSG00000240996",0,0,0,0,0,0
"ENSG00000138182",0.0116565443787789,0.0298072393556828,0.0608387502289899,0.0288679139362648,0.216274353288554,0.757062531639526
"ENSG00000232229",0,0,0.00500154548882361,0.000907524435009567,0.00193211984508196,0
"ENSG00000280560",0,0,0.00666013583205149,0,0.00194113031095725,0
"ENSG00000226159",0,0,0,0,0,0
"ENSG00000236373",0,0,0,0,0,0
"ENSG00000224750",0,0,0,0,0,0
"ENSG00000238291",0,0,0,0,0,0
"ENSG00000283053",0,0,0,0,0,0
"ENSG00000148680",0,0,0.00666560951001954,0.000905722331893265,0,0
"ENSG00000148688",0.0419418495507227,0.0591059736932662,0.0690042927920805,0.0857209581927648,0.0955632156840534,0.205006571685665
"ENSG00000148677",0,0,0,0.00617238703076617,0,0
"ENSG00000225519",0,0,0,0,0,0
"ENSG00000273124",0,0,0,0,0,0
"ENSG00000224851",0,0,0,0,0,0
"ENSG00000180628",0.172129651568587,0.0875628521331389,0.211551544414774,0.148104250781474,0.212526508940918,0.341982065067569
"ENSG00000165338",0.00445328242868116,0.00238273233100241,0.0208319001264195,0.0251686078495146,0.00186374806423608,0.00998344787181052
"ENSG00000119938",0.178763585608023,0.00427892819554792,0.00506807288989291,0.00775316438336452,0.0154886605978551,0
"ENSG00000228701",0.00354318934832305,0.00234930118147603,0.000827242321990179,0.00251814817767229,0.00546611320315672,0
"ENSG00000107854",0.100882616518503,0.0698905181628026,0.155844674317359,0.14202374061519,0.0462708689888625,0.0708549597616807
"ENSG00000174721",0.00451778643382553,0.0132365067529372,0.00988405585102432,0.0120177115843531,0.00353222422337728,0.0260924952066408
"ENSG00000272817",0.000541293412421087,0.0023775371707393,0.000826915613274474,0.00260134641088937,0.00373713318939071,0
"ENSG00000095564",0.024323169565757,0.0240807211889648,0.0274346981999096,0.0321486219024838,0.0389472302725135,0.0254637738337341
"ENSG00000107864",0.220149413944774,0.0132215790615513,0.0671196838205738,0.0606249913714525,0.0392733784273953,0.0209403503221997
"ENSG00000198060",0.10501929354,0.0566037699875729,0.0740210818090771,0.0929959420686196,0.055098837726188,0.128701232950059
"ENSG00000119912",0.066772698697798,0.00986498673805544,0.0464611235880967,0.0446178426717435,0.102960267455016,0.0299895961344242
"ENSG00000138160",0.00159018018322156,0.00418280264972074,0.0130762367387721,0.00685382327578297,0.0940121484564909,0.410436809102348
"ENSG00000152804",0.174447895086544,0.0157053521655189,0.183377798371755,0.379725439430011,0.00914601819137574,0.0247617832694438
"ENSG00000138190",0.0401015788104784,0.0298459493621823,0.0515882494660136,0.249467995548802,0.0250149091480914,0.120196719918407
"ENSG00000226425",0,0,0,0,0,0
"ENSG00000187553",0,0,0,0,0,0
"ENSG00000279607",0,0,0,0,0,0
"ENSG00000095596",0.0243095154255704,0.000471958674855394,0,0,0.00385646340695787,0
"ENSG00000138119",0.000561570531055162,0.00142523155160921,0.0865157319639066,0.103783960614977,0.00189736872402534,0
"ENSG00000138180",0.000793631270454126,0.00139347975066797,0.0164624436908514,0.00780134816995657,0.0723237096348205,0.290440437058666
"ENSG00000186188",0.000249645041642767,0,0.0212155831350584,0.00523159662892398,0,0
"ENSG00000138207",37.2422199422667,0.395793257790905,0.470713857332376,1.16506307764045,0.420542208033091,0.560227729422256
"ENSG00000095464",0,0,0,0,0,0
"ENSG00000148690",0.219969220237695,0.0515726831970011,0.0582431215957966,0.134952247924372,0.100700417434362,0.0767761950762192
"ENSG00000108231",0.0177280668241673,0,0,0.000886153852925142,0,0
"ENSG00000280485",0,0,0,0,0,0
"ENSG00000176273",0.0161497738299527,0.0042650534774893,0.00908837299180096,0.0209401804197012,0.0127697433190469,0.00523630612605305
"ENSG00000138193",0.00429296710132798,0.0132477238877544,0.00581169728943332,0.0171983546009335,0.0107092595163446,0.0096126485649232
"ENSG00000232913",0,0,0,0,0,0
"ENSG00000228553",0,0,0,0,0,0
"ENSG00000268894",0,0,0,0,0,0
"ENSG00000273450",0.000534643305759799,0,0.000821110117948194,0.00269090585204595,0.00184116332547081,0
"ENSG00000173145",0.0357886114750951,0.0212169661974766,0.0494078748392856,0.0494652172669017,0.0664761724773358,0.0363034642557313
"ENSG00000108239",0.0132119201099722,0.000947467027718926,0.0706845115420342,0.0355124464188961,0.0288919777406608,0.00544260515778041
"ENSG00000119969",0.00890819619712552,0.0202020661513776,0.00574070488741272,0.0303420514836151,0.237101358178794,0.325901074798596
"ENSG00000108242",0.336592975971932,0.00281018964899663,0.00668599620870465,0.0164115924359053,0.0114217735574803,0.00544260515778041
"ENSG00000276490",0,0,0,0,0,0
"ENSG00000165841",0.0311844346766327,0.00188897662907877,0,0.000863228933846023,0,0
"ENSG00000138109",5.29541519464289,0.0703727442375774,0.0883158075793873,0.113113164014433,0.0790567506898268,0.0627241205880235
"ENSG00000138115",5.57187733686276,0.130350427358379,0.189752814605205,0.272057410788855,0.289839209301461,0.216452296153129
"ENSG00000231829",0,0,0,0,0,0
"ENSG00000173124",0,0,0,0.000855612396152148,0,0
"ENSG00000234026",0,0,0,0,0,0
"ENSG00000107438",0.287713722451156,0.109933824890065,0.0350142260480006,1.75966625389208,0.614737179066373,0.306070003607449
"ENSG00000095637",0.143767572371283,0.0037815392731938,0.00838599196245236,0.0973358238112922,0.00367976686597809,0.0210809704039335
"ENSG00000059573",0.0765796889607622,0.0203145657931722,0.0108225485732279,0.0251809628401498,0.125540737115742,0.0368334360067229
"ENSG00000119977",0.0469515901357319,0.0624497555387925,0.0420184355042633,0.0850493678345633,0.191396238296076,0.0973398190346265
"ENSG00000138185",0.00162569070550272,0.0169598579969821,0.322772783475851,0.116547408660833,0.31172246367624,0.111105342460334
"ENSG00000226688",0.0117519535585469,0.0255251013609782,0.0133260206498264,0.0252142419291026,0.017603878533463,0.047121687649394
"ENSG00000270099",0,0,0,0,0,0
"ENSG00000188649",0,0,0,0.000837967649767143,0,0
"ENSG00000107443",0.00406908316443763,0.00378252345871506,0.0166798879636765,0.033746316596546,0.0112722447130183,0.00509914087423069
"ENSG00000177853",0.0826378999740373,0.0723072727144823,0.089583375541048,0.143433371711213,0.0533882760165612,0.11851355080666
"ENSG00000095585",0.0764069324931256,0.0123662931619668,0.0256144277636006,0.0270744075426344,0.191982938637283,0.0154916302457487
"ENSG00000229418",0,0,0,0,0,0
"ENSG00000107447",0,0.000461145813380283,0,0,0,0
"ENSG00000197430",0,0,0,0,0,0
"ENSG00000095587",0,0.000957688177580985,0.000808065697392515,0.00263827109305608,0.00181237147487996,0
"ENSG00000077147",0.358370898281791,0.107923569037978,0.242831648682175,0.461794599623778,0.33560667495443,0.194418090933964
"ENSG00000155629",0.189848948667127,0.0784086887058972,0.373847521082026,0.0490792265250809,0.0386531913784477,0.190589907291639
"ENSG00000196233",0.0615918748484142,0.0495151626886044,0.0843435730090596,0.10051672483661,0.0315884426440148,0.0711791334343581
"ENSG00000187122",0.000244246381916239,0.000952068331562026,0.000828489470433575,0,0.00370704826068163,0
"ENSG00000234855",0,0,0,0,0,0
"ENSG00000269891",0,0,0,0,0,0
"ENSG00000213390",0.00799462945758636,0.00946492689480251,0.0256218102839866,0.0412163848566091,0.0294293894973833,0.107952335039019
"ENSG00000165879",0.0447107365104253,0.018918614914366,0.0769553213167376,0.0180730710640012,0.00185934444448604,0.0254817801454215
"ENSG00000181274",0.0316493299214301,0.0302589026624469,0.0838497660945905,0.0474062793188329,0.0238331104784475,0.0362196522943512
"ENSG00000225850",0.00132820943850928,0.000473386752245797,0,0.00175559667348412,0.00191513042308163,0
"ENSG00000052749",0.0253413257273236,0.0122970519560287,0.0351224155893114,0.0201880972873051,0.0234404414539152,0.025253471999237
"ENSG00000231970",0,0,0,0,0.00191579138915014,0
"ENSG00000171314",0.538861656653465,0.273569590951396,0.480117277389472,0.41434319857181,1.454276745544,1.02367517021541
"ENSG00000171311",0.071566881692139,0.109030610611944,0.0887129620790971,0.129626866158648,0.258779355006244,0.194181879800025
"ENSG00000171307",0.0542049254912514,0.0188681871625237,0.0190955072804282,0.0372333219127447,0.0855986143199776,0.0855471583127048
"ENSG00000155229",0.0404862250764383,0.0202815180202425,0.0341279265704433,0.0617894419539633,0.0351465364490994,0.0563878132719607
"ENSG00000165886",0.0190050093449296,0.00376525807385315,0.0294586516399918,0.0268506773775675,0.0109478177259084,0.00506027494913239
"ENSG00000165887",0.000524967428558308,0,0,0.00260128986814246,0,0
"ENSG00000241935",0.124226412684472,0.00188985779650106,0.00423455348477367,0.0227262407898498,0,0
"ENSG00000249967",0,0,0,0,0,0
"ENSG00000203942",0,0,0,0,0,0
"ENSG00000171160",0.00671001856299475,0.00094590433454139,0.000820227272063125,0.0138419205807896,0.00551678272813916,0
"ENSG00000155252",0.0276250366501525,0.0179328771504309,0.0446036103968585,0.021267603038445,0.0113561765355245,0.0212354897265796
"ENSG00000119986",0.122336977689972,0.0142270542510612,0.0640463035865285,0.166532519413881,0.0182015307270844,0.00996624721216509
"ENSG00000155254",0.0016103201231415,0.00047473810143247,0.0929144957902585,0.0692761196505854,0.00522616803186932,0
"ENSG00000155256",0.0299027283001217,0.0298106586464174,0.0239551934292577,0.0511798700708684,0.0251058456238292,0.0558656462664061
"ENSG00000120057",0.00160750868990328,0,0.00167368939890958,0.177086989248734,0,0
"ENSG00000227356",0,0,0,0,0,0
"ENSG00000155265",0,0.00610917583211873,0,0.0113117738610479,0,0
"ENSG00000095713",0.000524406945182878,0,0.00163778796100004,0.0529089556739605,0,0.00499513060958831
"ENSG00000166024",0.0126044151210424,0.0240797670712384,0.0257242748698221,0.0226125923636216,0.0281531693160995,0.0355921929556984
"ENSG00000138131",0.000822210476303052,0,0,0.00888832842872959,0,0
"ENSG00000230928",0,0,0,0,0,0
"ENSG00000119943",0.00874563786543385,0.0170040780431525,0.00911126164676002,0.0222954058971506,0,0.0308947079483536
"ENSG00000107521",0.073443531016957,0.110677233048774,0.184060390508588,0.11010209921586,0.190047428903642,0.28484866372577
"ENSG00000172987",0,0,0,0,0,0
"ENSG00000119946",0,0.000477592275589702,0,0.00606480667248753,0,0
"ENSG00000120053",0.47090102426349,0.0326391101780265,0.0357094109896496,0.0974144640306336,0.144171227459274,0.118102914908377
"ENSG00000224934",0.00216386310095456,0.000467243795052867,0.000856119273471867,0.00177877890780061,0,0.01564572459297
"ENSG00000257582",0,0,0,0,0,0
"ENSG00000228778",0,0,0,0,0,0
"ENSG00000119919",0,0.00048001131161491,0,0.0102188919427692,0,0
"ENSG00000155287",0.0553623589295178,0.0193210674992538,0.0256606309717108,0.0505670234189092,0.0323643737296126,0.0310008759173913
"ENSG00000260475",0.000281750574912844,0.00379160532994012,0.00500284611663207,0.00175826675805896,0.00519886860864958,0
"ENSG00000229278",0.0134440394830358,0.000479597743762566,0.00161637823976281,0,0,0
"ENSG00000198018",0.0129951309732031,0.00142026477574457,0.00163918465949089,0.00439739195372081,0.00911289163696901,0.00484257721503997
"ENSG00000119929",0.0674599015744689,0.067967490618255,0.0454442450048381,0.0930490479905892,0.146166277658619,0.131413689367209
"ENSG00000014919",0.0756933695149788,0.023091039549285,0.0815034809980151,0.0383199321570756,0.053918043290629,0.0668277349580875
"ENSG00000023839",0.206146255677645,0.00283775584654632,0.00170940871026747,0.00613461254987982,0.00958939310443167,0.0102961699604654
"ENSG00000107554",0.0348055005971826,0.00710236743271484,0.0280652345405984,0.0505614660338203,0.0114312957899562,0.0159877985091596
"ENSG00000227695",0.0114932544853448,0,0.0181192963853779,0.00349613754171516,0,0
"ENSG00000120054",0.0947047126712733,0.00473359172459827,0.00162567076196248,0.00175748769126825,0.00385064982928747,0
"ENSG00000107566",0.213410297112207,0.0156521017975857,0.0390132404560671,0.0522042841588855,0.0382693591292625,0.0261641389392855
"ENSG00000213341",0.0397778737559369,0.0221662556201392,0.050224637796926,0.0312289403735076,0.0454485887984303,0.0515021850199717
"ENSG00000236308",0,0,0,0,0,0
"ENSG00000227492",0,0,0,0,0,0
"ENSG00000095485",0.0173455340012357,0.0292209583816628,0.0370707414041242,0.0304856155929348,0.038962503782316,0.0614527422149581
"ENSG00000196072",0.0886569050336678,0.139679948059864,0.318857577419438,0.124594521868003,0.129874029309648,0.317163494208781
"ENSG00000107593",0.000257184618658089,0,0.0444615868278831,0.000848500573907848,0,0
"ENSG00000231188",0.000276319049236885,0,0,0,0,0
"ENSG00000099194",1.71530360380683,0.0450715594205876,0.356980330135461,0.153683511946439,0.57385067724116,0.0678181537611647
"ENSG00000235823",0.00665376419406773,0.00330976446748454,0.00333635951349783,0.00413814026453197,0.00548248704693831,0
"ENSG00000075290",0,0,0,0,0,0
"ENSG00000075826",0.0183289896013425,0.0193335944159086,0.0149606167903758,0.0158547612964321,0.00879118612390134,0.0207407524206944
"ENSG00000255339",0,0,0,0,0,0
"ENSG00000166136",0.985944282189977,0.433170520629972,0.521571322482391,0.680438743971674,1.60609569486416,1.18730054163059
"ENSG00000166135",0.0321171471101218,0.0301733464114419,0.0526382220242949,0.0457851957202483,0.0548509589237068,0.0883574802508663
"ENSG00000075891",0,0,0,0,0,0
"ENSG00000272572",0.0013626297342742,0.00852904163221619,0.00410751436044912,0.00953643225407141,0.0017456814713027,0.01544223063878
"ENSG00000119906",0.0378035114044003,0.0463156520491401,0.0512421269690676,0.100857657196622,0.0481284893219404,0.0771849560006481
"ENSG00000273476",0,0,0,0,0,0
"ENSG00000055950",0.214565419241035,0.155210042225822,0.144337549197154,0.289788483553739,0.448311364112279,0.399990424607113
"ENSG00000095539",0.171008380247911,0.00190643858683555,0.00839886257680163,0.0196547144625412,0.0112747286226243,0
"ENSG00000236662",0,0,0,0,0,0
"ENSG00000107815",0.00803869749949231,0.00663410224368986,0.00249982217522036,0.013004706142911,0.00688361397905821,0.00512008583155835
"ENSG00000107816",0.00756875691384222,0.0155794231962944,0.0204144952864369,0.0692410558625599,0.014187762701225,0.0102791013652501
"ENSG00000186862",0.000250895135587596,0.00190027460040156,0.00409111121077778,0.00342344501784368,0,0
"ENSG00000107819",0.00292850434551381,0.0307218624991061,0.0614671363821724,0.0744628316161502,0.00373995247843674,0.0312939366109303
"ENSG00000273162",0.000267699146290188,0,0,0.000867335857962016,0.00757289852454341,0.0205823950117552
"ENSG00000107821",0.000558175067251954,0.000949518696503309,0.0147777952326593,0.0143307617847767,0,0.00542979497130057
"ENSG00000107807",0.00075916302218378,0,0.0016691189811685,0,0,0
"ENSG00000237579",0,0,0,0,0,0
"ENSG00000138136",0,0,0,0,0,0
"ENSG00000229649",0,0,0,0,0,0
"ENSG00000225208",0,0,0,0,0,0
"ENSG00000230967",0,0,0,0,0,0
"ENSG00000166167",0.0178357673189625,0.0142340931893716,0.00987551096309492,0.0273766354364118,0.00698240790556135,0.0367082825996606
"ENSG00000166171",0.0313793991468643,0.00284236485850529,0.0116347271666251,0.0639479263422293,0.0456265179939407,0.0366632753955618
"ENSG00000166169",0.030188022471778,0.0381628259692158,0.0510484997517881,0.0421684285821788,0.0659108059368894,0.0933386250635689
"ENSG00000107829",0.0666787124315159,0.0340243301084619,0.0240103639842154,0.0477349664795153,0.0388459205322294,0.0462032714907575
"ENSG00000224817",0,0,0,0,0,0
"ENSG00000107831",0,0,0,0,0,0
"ENSG00000107833",0.0540455977689687,0.0648113759543949,0.056073917349232,0.0829671732282286,0.330576817334232,0.160422699500264
"ENSG00000198408",0.227084312965573,0.285542639701852,0.195631042594019,0.311210463792382,0.14108977927424,0.373347555877751
"ENSG00000226009",0,0,0,0.00333591933025125,0,0
"ENSG00000120049",0.000265218662925371,0.000459995272687708,0.00085502017935791,0.00082915426950518,0.00165510092761999,0.0048399133433705
"ENSG00000120029",0.037732902785984,0.0189213218158176,0.0555291841882578,0.0477076851772913,0.0344129183714373,0.035996137866627
"ENSG00000166189",0.0176366812986569,0.0212183827420835,0.0207265168865015,0.0260032381702046,0.0181269874413812,0.0314146951070914
"ENSG00000198728",0.00646332302175633,0.0216659260489712,0.0154819492160255,0.0201027449400902,0.0275038616822328,0.0506285967540994
"ENSG00000148840",0.0209961870444711,0.0122907193706922,0.0159443555340396,0.0328483633618848,0.0370600714988693,0.00521449434903025
"ENSG00000166197",0.0659338936016735,0.0485970949861373,0.0316498701068518,0.0721885492197602,0.19733970944402,0.130992789046992
"ENSG00000119915",0.000556405229206198,0,0.00418309088766543,0.00677168439213665,0,0
"ENSG00000107859",0,0,0,0,0,0
"ENSG00000107862",0.046482399739362,0.0258962410175544,0.0299656640453278,0.0413030228227806,0.114839748659266,0.067025611009072
"ENSG00000077150",0.0107421683038566,0.0609505750925006,0.0580034496433413,0.0555320354083661,0.0932762415165081,0.041517221723737
"ENSG00000059915",0.00399212198093536,0.00190409277517389,0.0016321197454235,0.00171634323105668,0.00365406744667795,0
"ENSG00000107872",0.134652628363479,0.0948903774586729,0.121830783111827,0.1798864683621,0.151827528869396,0.179435903086317
"ENSG00000107874",0.142834518214281,0.0935779385910677,0.137906427846022,0.225981543513637,0.150544961940329,0.219714777974169
"ENSG00000120055",0.001042222931145,0.0123297483708981,0.00328731753152755,0.00424661468848449,0.00178105863371661,0.0416228707379196
"ENSG00000138111",0.0113104230089438,0.00808369525292854,0.0141522967344817,0.0225152482567144,0.00191508705599298,0.0244905875709132
"ENSG00000138107",0.0669284253192223,0.0699096695279211,0.102391085196256,0.139249022982106,0.165574147934066,0.246426125147178
"ENSG00000273262",0,0.00047943471991392,0.000814938000131143,0.00176287849865523,0,0
"ENSG00000107882",0.0152549940948974,0.00899370401409148,0.025846882498172,0.033377229656591,0.00907228145477031,0
"ENSG00000272933",0.0026924088791074,0.00472711122058405,0.0273904916350647,0.013845483420166,0,0.00469504126029205
"ENSG00000171206",0.0868335838992802,0.0466506061885028,0.118272047367468,0.125144273957967,0.0641797514418714,0.030057236641815
"ENSG00000138175",0.0754571758886337,0.0287428490443143,0.0438765547406461,0.175995770559489,0.124136635204799,0.108571681721771
"ENSG00000156398",0.0605497137061326,0.00705604260230206,0.0223199761134897,0.0202852996547453,0.028570146509264,0.0200319340705454
"ENSG00000166272",0.161339876168007,0.0401114323116544,0.136101058211275,0.102215303301686,0.0433173531727183,0.0350350377704279
"ENSG00000148795",0.0171718983535199,0.00141613566657684,0.00163851197651149,0.00168904577098783,0,0.00522978180911448
"ENSG00000282772",0,0,0,0.000817176699139316,0,0
"ENSG00000166275",0.216581401374149,0.0906877596006569,0.137735403459117,0.297042578133345,0.10003615865586,0.143297547961543
"ENSG00000270316",0,0,0,0,0,0
"ENSG00000214435",0.00104640314504979,0,0,0.000848500573907848,0,0
"ENSG00000272912",0,0,0,0,0,0
"ENSG00000148842",0.0193632750517743,0.0108393538014673,0.00985809823147705,0.0178865487854464,0.0265462163799903,0
"ENSG00000076685",0.0501546788355729,0.0447804237345534,0.0834655125935495,0.0695491296526465,0.0602997762390995,0.102955505865692
"ENSG00000235376",0.000521014735330912,0.000943555518615474,0,0,0,0
"ENSG00000148798",0,0,0,0,0,0
"ENSG00000156374",0.035367607733802,0.0226319120763078,0.0248848024392857,0.048700337128156,0.0510360927154321,0.0568101515944024
"ENSG00000148835",0.00781372296690372,0.00759250134190643,0.00833920954325384,0.00944132209395659,0.0348660712739044,0.0617149608412415
"ENSG00000173915",5.03930017859901,0.678111314275763,1.47020601182547,1.52423114179443,2.64685904425547,1.43989334552272
"ENSG00000148843",0.0715906178594678,0.0415271412443033,0.0223589694329957,0.0491995621631133,0.0938414741795014,0.0409540762913954
"ENSG00000138172",0.00189726379287656,0.0510142232865328,0.0835979254469556,0.165902370993113,0.0109322611111325,0.0862868223486277
"ENSG00000273485",0.00027179057808102,0,0,0.000893829673711707,0,0
"ENSG00000234699",0,0.000474080781564829,0.000802588294434796,0.000877142580280247,0,0
"ENSG00000185933",0,0,0,0,0,0
"ENSG00000183128",0,0,0,0,0,0
"ENSG00000235470",0,0,0,0,0,0
"ENSG00000107954",0.000546743388122054,0.0065974579399644,0.0138999913170871,0,0.010201453348096,0.00515269406320563
"ENSG00000107957",0.247133283262933,0.00988799860250018,0.0231782177527358,0.0943807871345319,0.0507373536632998,0.0419566631852141
"ENSG00000273108",0,0,0.000830397011623743,0,0,0.0101559333083601
"ENSG00000280693",0,0,0,0,0,0.00531113654237436
"ENSG00000107960",0.0287195218949987,0.119032226779923,0.0369309733980152,0.0689995379602108,0.0591168984564715,0.260621056029366
"ENSG00000065613",0.0710855645493841,0.0674316049408109,0.0662392680067984,0.197659365082767,0.0310772245514987,0.121702742582372
"ENSG00000065618",0,0,0,0.000855680232365531,0,0
"ENSG00000156384",0.00575937135642044,0.0297787267348349,0.0478501944357051,0.0597982196202307,0.0221606985815531,0.112399402932052
"ENSG00000197748",0.000275255280087848,0,0,0.00171294598545476,0,0
"ENSG00000148834",1.84756541161495,0.276128915949927,0.907988093012749,1.34685255648984,0.361373164514728,1.20194405140295
"ENSG00000065621",0.012535409671564,0.00378863179258461,0.00164319739623857,0.0614198129307729,0.0110914327428434,0.0103544868986237
"ENSG00000148841",0.00668941554311595,0.0363504016740462,0.0424032651167943,0.287099125473244,0.00905985982549409,0.0671842754833925
"ENSG00000270075",0,0,0,0,0,0
"ENSG00000228261",0,0,0,0,0,0
"ENSG00000231233",0,0,0.00249335117489666,0.00177354905527245,0,0
"ENSG00000120051",0,0,0,0.0051201303295686,0,0
"ENSG00000225768",0,0,0,0,0,0
"ENSG00000237761",0,0,0,0,0,0
"ENSG00000156395",0,0,0,0,0,0
"ENSG00000226387",0,0,0,0,0,0
"ENSG00000229466",0,0,0,0,0,0
"ENSG00000229775",0.00350317545806544,0,0,0,0,0
"ENSG00000108018",0,0.000941977443322872,0.000818836007257012,0,0,0
"ENSG00000229981",0.000509315641943484,0,0,0,0,0
"ENSG00000203434",0.000776859242259255,0,0,0,0,0
"ENSG00000223381",0,0,0,0,0,0
"ENSG00000108039",0.0339516241060261,0.0533483168973127,0.0562428052321198,0.0746003118152575,0.0556207419515281,0.11378537470795
"ENSG00000148700",0.0307660426580107,0.227957812559712,0.248638443949027,0.527286169783757,0.134294184530745,0.443322917495354
"ENSG00000119950",0.15887964620045,0.0335470674875704,0.0690300919276915,0.156265086465921,0.0276998785555897,0.475486924186549
